Nombre de la Entidad|Municipio Entidad|Departamento Entidad
INSTITUTO CARO Y CUERVO ICC|Bogotá D.C.|Bogotá D.C.
TOLIMA  ESE HOSPITAL ESPECIALIZADO GRANJA INTEGRAL  LÉRIDA|Lérida|Tolima
HUILA  INSTITUCIÓN EDUCATIVA JENARO DÍAZ JORDÁN GARZÓN|Garzón|Huila
BOGOTÁ DC  IED TABORA|Bogotá D.C.|Bogotá D.C.
RISARALDA  PERSONERÍA MUNICIPIO DE PEREIRA|Pereira|Risaralda
CASANARE  ALCALDÍA MUNICIPIO DE TAMARA|Támara|Casanare
ANTIOQUIA  INSTITUCIÓN EDUCATIVA CASD JOSÉ MARÍA ESPINOSA PRIETO  MEDELLÍN|Medellín|Antioquia
CÓRDOBA  ALCALDÍA MUNICIPIO DE SAN JOSÉ DE URE|San José de Uré|Córdoba
BOYACÁ  ALCALDÍA MUNICIPIO DE LABRANZAGRANDE|Labranzagrande|Boyacá
TOLIMA  ALCALDÍA MUNICIPIO DE SANTA ISABEL|Santa Isabel|Tolima
CALDAS  CONTRALORÍA GENERAL DE CALDAS|Manizales|Caldas
CÓRDOBA  ALCALDÍA MUNICIPIO DE CANALETE|Canalete|Córdoba
ATLÁNTICO  ESCUELA NORMAL SUPERIOR DEL DISTRITO DE BARRANQUILLA|Barranquilla|Atlántico
SANTANDER  EMPRESA DE SERVICIOS PUBLICOS DE LA PALMEÑA SAS ESP|Socorro|Santander
CUNDINAMARCA  BANCO INMOBILIARIO DE CHÍA|Chía|Cundinamarca
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL GENERAL SANTANDER  SIBATE|Sibaté|Cundinamarca
RISARALDA  CONTRALORÍA MUNICIPAL DE DOSQUEBRADAS|Dosquebradas|Risaralda
HUILA  INSTITUCIÓN EDUCATIVA EL PENSIL  LA ARGENTINA|La Argentina|Huila
BOYACÁ  INSTITUTO DE VIVIENDA Y REFORMA URBANA DE PAIPA|Paipa|Boyacá
QUINDÍO  ALCALDÍA MUNICIPIO DE BUENAVISTA|Buenavista|Quindío
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA MERCEDES ABREGO  PALMIRA|Palmira|Valle del Cauca
CAUCA  EMPRESA SOCIAL DEL ESTADO NORTE 3  ESE  PUERTO TEJADA|Puerto Tejada|Cauca
QUINDÍO  ALCALDÍA MUNICIPIO DE LA TEBAIDA|La Tebaida|Quindío
PUTUMAYO  ESE HOSPITAL PIO XII COLON|Colón|Putumayo
SUCRE  ALCALDÍA MUNICIPIO DE SAN ANTONIO DE PALMITO|Palmito|Sucre
CUNDINAMARCA  ESE EMPRESA DE SALUD  SOACHA|Soacha|Cundinamarca
CUNDINAMARCA  ALCALDÍA MUNICIPIO DE UBATÉ|Villa de San Diego de Ubate|Cundinamarca
SUCRE  INSTITUTO MUNICIPAL DE TRANSPORTE Y TRANSITO  COROZAL|Corozal|Sucre
ANTIOQUIA  ALCALDÍA MUNICIPIO DE CIUDAD BOLÍVAR|Ciudad Bolívar|Antioquia
NORTE DE SANTANDER  CENTRO TECNOLÓGICO DE CÚCUTA|San José de Cúcuta|Norte De Santander
RISARALDA  INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER  PEREIRA|Pereira|Risaralda
BOGOTÁ DC  IED LAS VIOLETAS|Bogotá D.C.|Bogotá D.C.
ANTIOQUIA  ESE HOSPITAL SAN ANTONIO  CARAMANTA|Caramanta|Antioquia
HUILA  INSTITUCIÓN EDUCATIVA MUNICIPAL VILLA FATIMA  PITALITO|Pitalito|Huila
CALDAS  CAMARA DE COMERCIO DE CHINCHINA|Chinchiná|Caldas
ANTIOQUIA  EMPRESAS PÚBLICAS DE EL SANTUARIO ESP|El Santuario|Antioquia
CALDAS  TERMINAL DE TRANSPORTES DE MANIZALES SA|Manizales|Caldas
NARIÑO  PERSONERÍA MUNICIPIO DE TAMINANGO|Taminango|Nariño
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA CENTRAL DE BACHILLERATO INTEGRADO  JAMUNDÍ|Jamundi|Valle del Cauca
BOGOTÁ DC  IED DOMINGO FAUSTINO SARMIENTO|Bogotá D.C.|Bogotá D.C.
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA FRANCISCO JOSE LLOREDA MERA  CALI|Cali|Valle del Cauca
TOLIMA  INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LOURDES  LÍBANO|El Líbano|Tolima
CÓRDOBA  EMPRESA SOCIAL DEL ESTADO CAMÚ  LOS CÓRDOBAS|Los Córdobas|Córdoba
SANTANDER  INSTITUTO INTEGRADO JORGE ELIECER GAITAN  BUCARAMANGA|Bucaramanga|Santander
CALDAS  INSTITUCIÓN EDUCATIVA BARTOLOME MITRE|Chinchiná|Caldas
META  CENTRO EDUCATIVO PONTÓN DE RÍO NEGRO  PUERTO LÓPEZ|Puerto López|Meta
BOYACÁ  ESE CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRÁ|Sotaquirá|Boyacá
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA JULIO CESAR ZULUAGA  TULUÁ|Tuluá|Valle del Cauca
TOLIMA  INSTITUCIÓN EDUCATIVA CARACOLI  SAN LUIS|San Luis|Tolima
CALDAS  ESE HOSPITAL LA MERCED|La Merced|Caldas
CUNDINAMARCA  ESE HOSPITAL SAN RAFAEL DE CÁQUEZA|Caqueza|Cundinamarca
CUNDINAMARCA  ALCALDÍA MUNICIPIO DE GACHALÁ|Gachalá|Cundinamarca
SANTANDER  CENTRO EDUCATIVO PEDREGAL|Páramo|Santander
QUINDÍO  INSTITUCIÓN EDUCATIVA CIUDADELA DEL SUR|Armenia|Quindío
SUCRE  ESE CENTRO DE SALUD SAN JOSE DE TOLUVIEJO|Toluviejo|Sucre
NARIÑO  ALCALDÍA MUNICIPIO DE LOS ANDES|Los Andes|Nariño
PUTUMAYO  INSTITUCION EDUCATIVA SANTA MARIA GORETTI   MOCOA|San Miguel de Mocoa|Putumayo
QUINDÍO  HOSPITAL SAN VICENTE DE PAUL FILANDIA|Filandia|Quindío
BOYACÁ  INSTITUTO TÉCNICO SAN ANTONIO DE PADUA|Duitama|Boyacá
CUNDINAMARCA  ESE HOSPITAL SAN RAFAEL DE FACATATIVÁ|Facatativá|Cundinamarca
RISARALDA  HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA|Pereira|Risaralda
NORTE DE SANTANDER  ALCALDÍA MUNICIPIO DE CACHIRA|Cachirá|Norte De Santander
META  EMPRESA DE SERVICIOS PÚBLICOS PERLAS DEL MANACACIAS ESP PUERTO GAITÁN|Puerto Gaitán|Meta
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE CAJICA|Cajicá|Cundinamarca
HUILA  PERSONERÍA MUNICIPIO DE NEIVA|Neiva|Huila
CÓRDOBA  CONTRALORÍA MUNICIPAL DE MONTERIA|Montería|Córdoba
ANTIOQUIA  INSTITUCIÓN EDUCATIVA PRESBITERO LIBARDO AGUIRRE CONCEPCIÓN  MEDELLÍN|Medellín|Antioquia
SANTANDER  ALCALDÍA MUNICIPIO DE EL PEÑÓN|El Peñón|Santander
VALLE DEL CAUCA  INSTITUTO MUNICIPAL DE DEPORTE Y RECREACIÓN DE CAICEDONIA VALLE DEL CAUCA  IMDERCAI|Caicedonia|Valle del Cauca
CÓRDOBA  ESE HOSPITAL SAGRADO CORAZÓN DE JESÚS  VALENCIA|Valencia|Córdoba
SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA  INSTITUCIÓN EDUCATIVA EL CARMELO|San Andrés|San Andrés, Providencia y Santa Catalina
NARIÑO  PERSONERÍA MUNICIPIO DE IPIALES|Ipiales|Nariño
SUCRE  INSTITUCIÓN EDUCATIVA TÉCNICA SANTA ROSA DE LIMA  SAN PEDRO|San Pedro|Sucre
ANTIOQUIA  INSTITUCIÓN EDUCATIVA FE Y ALEGRÍA SANTO DOMINGO SAVIO  MEDELLÍN|Medellín|Antioquia
SANTANDER  COLEGIO UNIVERSITARIO DEL SOCORRO|Socorro|Santander
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS AGUAS DE MACEO SAS ESP MACEO|Maceo|Antioquia
META  CONCEJO MUNICIPIO DE GRANADA|Granada|Meta
NARIÑO  CENTRO MUNICIPAL PARA EL CONTROL DE LA MOVILIDAD  LA UNIÓN|La Unión|Nariño
BOGOTÁ DC  IED NUEVO HORIZONTE|Bogotá D.C.|Bogotá D.C.
CUNDINAMARCA  ALCALDÍA MUNICIPIO DE MEDINA|Medina|Cundinamarca
BOGOTÁ  ESE SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE UNIDAD DE SERVICIOS DE SALUD  USAQUÉN|Bogotá D.C.|Bogotá D.C.
SANTANDER  ALCALDÍA MUNICIPIO DE EL CARMEN DE CHUCURÍ|El Carmen de Chucurí|Santander
CESAR  ALCALDÍA MUNICIPIO DE SAN ALBERTO|San Alberto|Cesar
NARIÑO  ALCALDÍA MUNICIPIO DE ILES|Iles|Nariño
META  ALCALDÍA MUNICIPIO DE PUERTO LLERAS|Puerto Lleras|Meta
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL AGROINDUSTRIAL SANTIAGO DE CHOCONTÁ|Chocontá|Cundinamarca
QUINDÍO  INSTITUCIÓN EDUCATIVA INSTITUTO QUIMBAYA  QUIMBAYA|Quimbaya|Quindío
SANTANDER  ALCALDÍA MUNICIPIO DE GUACA|Guaca|Santander
BOLÍVAR  ESCUELA TALLER CARTAGENA DE INDIAS  CARTAGENA|Cartagena|Bolívar
BOYACÁ  ALCALDÍA MUNICIPIO DE CHIQUIZA|Chíquiza (San Pedro de Iguaque)|Boyacá
ANTIOQUIA  INSTITUCIÓN EDUCATIVA COMERCIAL ANTONIO ROLDAN BETANCUR  BELLO|Bello|Antioquia
TOLIMA  ALCALDÍA MUNICIPIO DE SALDAÑA|Saldaña|Tolima
CUNDINAMARCA  INSTITUTO DE CULTURA TURISMO RECREACIÓN Y DEPORTES ICTRD  APULO|Apulo|Cundinamarca
NARIÑO  CONCEJO MUNICIPIO DE TANGUA|Tangua|Nariño
BOYACÁ  INEM CARLOS ARTURO TORRES|Tunja|Boyacá
SANTANDER  ESE NUESTRA SEÑORA DE LAS NIEVES  LOS SANTOS|Los Santos|Santander
CHOCÓ  ALCALDÍA MUNICIPIO DE UNGUÍA|Unguía|Chocó
BOYACÁ  CONCEJO MUNICIPIO DE MONIQUIRÁ|Moniquirá|Boyacá
QUINDÍO  EMPRESA DE FOMENTO DE VIVIENDA DE ARMENIA FOMVIVIENDA|Armenia|Quindío
ANTIOQUIA  IE MATER DEI  MEDELLÍN|Medellín|Antioquia
BOGOTÁ DC  COLEGIO JOSE JAIME ROJAS|Bogotá D.C.|Bogotá D.C.
BOYACÁ  PERSONERÍA MUNICIPIO DE IZA|Iza|Boyacá
CESAR  INSTITUCIÓN EDUCATIVA SAN ALBERTO MAGNO  SAN ALBERTO|San Alberto|Cesar
ANTIOQUIA  INSTITUCIÓN EDUCATIVA YERMO Y PARRES  MEDELLÍN|Medellín|Antioquia
CESAR  CENTRO EDUCATIVO INDIGENA GUNCHUKA PUEBLO BELLO|Pueblo Bello|Cesar
ARAUCA  INSTITUCIÓN EDUCATIVA ORIENTAL FEMENINO  TAME|Tame|Arauca
CUNDINAMARCA  CONCEJO MUNICIPIO DE CAJICA|Cajicá|Cundinamarca
CHOCÓ  EMPRESA DISTRIBUIDORA DEL PACIFICO SA ESP  DISPAC SA ESP  QUIBDÓ|Quibdó|Chocó
NARIÑO  INSTITUCIÓN EDUCATIVA MUNICIPAL NUESTRA SEÑORA DE LA VISITACIÓN  PASTO|Pasto|Nariño
ANTIOQUIA  INSTITUCIÓN EDUCATIVA PRESBÍTERO ANTONIO BAENA SALAZAR  SABANETA|Sabaneta|Antioquia
BOGOTÁ DC  IED LA TOSCANA  LISBOA|Bogotá D.C.|Bogotá D.C.
TOLIMA  EMPRESA DE SERVICIOS PÚBLICOS DE HERVEO  EMPOHERVEO SA ESP|Herveo|Tolima
BOYACÁ  INSTITUCIÓN EDUCATIVA TÉCNICA SAN IGNACIO  ÚMBITA|Umbita|Boyacá
CALDAS  INSTITUCIÓN EDUCATIVA RURAL MARIA GORETTI  MANIZALES|Caldas|Antioquia
SANTANDER  ESE NUESTRA SEÑORA DE LA PAZ  LA PAZ|La Paz|Santander
NARIÑO  INSTITUCION EDUCATIVA SIMON BOLIVAR  SAMANIEGO|Samaniego|Nariño
CAUCA  ALCALDÍA MUNICIPIO DE BOLÍVAR|Bolívar|Cauca
ATLANTICOINSTITUCION EDUCATIVA TECNICO DISTRITAL HELENA DE CHAUVINBARRANQUILLA|Barranquilla|Atlántico
CUNDINAMARCA  ALCALDÍA MUNICIPIO DE ZIPACÓN|Zipacón|Cundinamarca
ATLANTICO  ESE UNIVERSITARIA DEL ATLANTICO  BARRANQUILLA|Barranquilla|Atlántico
INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE|Bogotá D.C.|Bogotá D.C.
CÓRDOBA  INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR  MONTERÍA|Montería|Córdoba
MAGDALENA  ALCALDÍA MUNICIPIO DE SALAMINA|Salamina|Magdalena
MAGDALENA  ALCALDÍA MUNICIPIO DE CONCORDIA|Concordia|Magdalena
ANTIOQUIA  ESE HOSPITAL LA MISERICORDIA DE YALÍ|Yalí|Antioquia
BOGOTÁ DC  CONTRALORÍA DE BOGOTÁ DC|Bogotá D.C.|Bogotá D.C.
BOGOTÁ DC  IED COLEGIO CODEMA|Bogotá D.C.|Bogotá D.C.
DIRECCIÓN OPERATIVA PARA LA DEFENSA DE LA LIBERTAD PERSONAL|Bogotá D.C.|Bogotá D.C.
SANTANDER  CONCEJO MUNICIPIO DE PIEDECUESTA|Piedecuesta|Santander
SANTANDER  CONCEJO MUNICIPIO DE PÁRAMO|Páramo|Santander
MAGDALENA  INSTITUTO DEPARTAMENTAL DE DEPORTES  INDEPORTES|Santa Marta|Magdalena
VALLE DEL CAUCA  ALCALDÍA MUNICIPIO DE CALIMA DARIEN|Calima|Valle del Cauca
SANTANDER  ESE HOSPITAL SANTO DOMINGO SAVIO|El Playón|Santander
CESAR  ALCALDÍA MUNICIPIO DE PELAYA|Pelaya|Cesar
HUILA  INSTITUCIÓN EDUCATIVA TÉCNICO IPC ANDRES ROSA  NEIVA|Neiva|Huila
CINTEL  CENTRO DE INVESTIGACIÓN DE LAS TELECOMUNICACIONES|Bogotá D.C.|Bogotá D.C.
CUNDINAMARCA  CONCEJO MUNICIPAL DE SIBATÉ|Sibaté|Cundinamarca
SUCRE  CENTRO EDUCATIVO LAS DELICIAS ABAJO  SAN BENITO ABAD|San Benito Abad|Sucre
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA SANTO TOMÁS  CALI|Cali|Valle del Cauca
CUNDINAMARCA  ASOCIACIÓN DE MUNICIPIOS SABANA DE OCCIDENTE|Agua de Dios|Cundinamarca
NORTE DE SANTANDER  EMPRESAS MUNICIPALES DE SERVICIOS PÚBLICOS DOMICILIARIOS DE EL ZULIA ESP|El Zulia|Norte De Santander
GUAVIARE  INSTITUCIÓN EDUCATIVA ALFONSO LOPEZ PUMAREJO  SAN JOSE DEL GUAVIARE|San José del Guaviare|Guaviare
TOLIMA  EMPRESA DE SERVICIOS PÚBLICOS DE FLANDES ESP|Flandes|Tolima
RISARALDA  CENTRO EDUCATIVO JUAN XXII  PEREIRA|Pereira|Risaralda
RISARALDA  INSTITUCIÓN EDUCATIVA SAGRADA FAMILIA|Apía|Risaralda
META  CAFUCHES EMPRESA DE SERVICIOS PÚBLICOS DE SAN MARTÍN DE LOS LLANOS SA ESP  SAN MARTÍN|San Martín|Meta
NARIÑO  INSTITUCIÓN EDUCATIVA SAN GERARDO  LEIVA|Leiva|Nariño
BOYACÁ  ESE CENTRO DE SALUD NUESTRA SEÑORA DEL ROSARIO  TASCO|Tasco|Boyacá
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL REPUBLICA DE COREA  LA PEÑA|La Peña|Cundinamarca
BOGOTÁ DC  IED EL LIBERTADOR|Bogotá D.C.|Bogotá D.C.
SAN ANDRÉS PROVIDENCIA  INSTITUCION EDUCATIVA MARIA INMACULADA|Providencia|San Andrés, Providencia y Santa Catalina
CUNDINAMARCA  CONCEJO MUNICIPIO DE TENJO|Tenjo|Cundinamarca
CAQUETÁ  INSTITUCIÓN EDUCATIVA JORGE ELIÉCER GAITÁN  FLORENCIA|Florencia|Caquetá
CENTRAL ADMINISTRATIVA Y CONTABLE VALLEDUPAR|Valledupar|Cesar
SUCRE  INSTITUCIÓN EDUCATIVA TÉCNICO AGROPECUARIO DE TOMALA  MAJAGUAL|Majagual|Sucre
NORTE DE SANTANDER  EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO DE MAQUINAS Y SERVICIOS VIALES DE TIBU MAQUISERVIT EICE|Tibú|Norte De Santander
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA LA MERCED  MOSQUERA|Mosquera|Cundinamarca
BOGOTÁ DC  IED EXTERNADO NACIONAL CAMILO TORRES|Bogotá D.C.|Bogotá D.C.
BOGOTÁ DC  IED JUAN REY|Bogotá D.C.|Bogotá D.C.
HUILA  INSTITUCIÓN EDUCATIVA SAN JOSE DE LLANITOS  ACEVEDO|Acevedo|Huila
BOYACÁ  CONCEJO MUNICIPIO DE BOYACÁ|Boyacá|Boyacá
ANTIOQUIA  INSTITUCIÓN EDUCATIVA SANTA ELENA  MEDELLÍN|Medellín|Antioquia
HUILA  CENTRO EDUCATIVO RURAL LA UNION  BARAYA|Baraya|Huila
BOGOTÁ DC  COLEGIO DISTRITAL MANUEL CEPEDA VARGAS|Bogotá D.C.|Bogotá D.C.
TOLIMA  INSTITUCIÓN EDUCATIVA ALTOZANO|Ortega|Tolima
META  CONCEJO MUNICIPIO DE CUMARAL|Cumaral|Meta
RISARALDA  INSTITUCIÓN EDUCATIVA GONZALO MEJÍA ECHEVERRY  PEREIRA|Pereira|Risaralda
VALLE DEL CAUCA  EMPRESAS PÚBLICAS MUNICIPALES SEVILLA|Sevilla|Valle del Cauca
ANTIOQUIA  INSTITUCIÓN EDUCATIVA CIUDAD ITAGÜÍ  ITAGÜÍ|Itagüí|Antioquia
BOGOTÁ DC  IED CARLOS ARANGO VELEZ|Bogotá D.C.|Bogotá D.C.
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL VENECIA|Venecia|Cundinamarca
CESAR  COMERCIALIZADORA MERCABASTOS|Valledupar|Cesar
SUCRE  PERSONERÍA MUNICIPIO DE LOS PALMITOS|Los Palmitos|Sucre
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL HATO  CHOACHÍ|Choachí|Cundinamarca
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL JOSÉ MARÍA CARBONELL  CALI|Cali|Valle del Cauca
CESARINSTITUCION EDUCATIVA LAS DELICIASSANCARLOSELCOPEY|El Copey|Cesar
ANTIOQUIA  CENTRO EDUCATICO EL MANZANILLO  MEDELLÍN|Medellín|Antioquia
SUCRE  CONCEJO MUNICIPAL DE CAIMITO|Caimito|Sucre
SANTANDER  INSTITUCIÓN EDUCATIVA CANTAGALLOS  SAN VICENTE DE CHUCURÍ|San Vicente de Chucurí|Santander
SANTANDER  EMCOAGUAS APC|El Carmen de Chucurí|Santander
GUAINÍA  CONTRALORÍA DEPARTAMENTAL DEL GUAINIA|Inírida|Guainía
NARIÑO  INSTITUCIÓN EDUCATIVA JESÚS DE PRAGA  SANDONÁ|Sandona|Nariño
SANTANDER  INSTITUCIÓN EDUCATIVA PROVENZA|Bucaramanga|Santander
BOYACÁ  PERSONERÍA MUNICIPAL DE TOGUI|Togüí|Boyacá
TOLIMA  EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL VALLE DE SAN JUAN SAS ESP|Valle de San Juan|Tolima
ANTIOQUIA  PROMOTORA FERROCARRIL DE ANTIOQUIA SAS  MEDELLIN|Medellín|Antioquia
CUNDINAMARCA  PERSONERÍA MUNICIPAL LA VEGA|La Vega|Cundinamarca
BOGOTÁ DC  IED BRASILIA  USME|Bogotá D.C.|Bogotá D.C.
ANTIOQUIA  INSTITUCIÓN EDUCATIVA CINCUENTENARIO DE FABRICATO  BELLO|Bello|Antioquia
CAQUETÁ  FONDO DE CAPACITACIÓN BIENESTAR SOCIAL Y ESTÍMULOS PARA EL PERSONAL VINCULADO A LA CONTRALORÍA DEPARTAMENTAL DEL CAQUETÁ|Florencia|Caquetá
BOYACÁ  PERSONERÍA MUNICIPAL DE SATIVANORTE|Sativanorte|Boyacá
BOGOTÁ DC  IED LAS AMERICAS|Bogotá D.C.|Bogotá D.C.
TOLIMA  INSTITUCIÓN EDUCATIVA TÉCNICA GENERAL SANTANDER  HONDA|Honda|Tolima
BOGOTÁ DC  IED SAN BERNARDINO|Bogotá D.C.|Bogotá D.C.
ANTIOQUIA  PERSONERÍA MUNICIPIO DE COPACABANA|Copacabana|Antioquia
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL SANTA CECILIA  PARATEBUENO|Paratebueno|Cundinamarca
TOLIMA  INSTITUCIÓN EDUCATIVA LA REFORMA  ROVIRA|Rovira|Tolima
META  ESCUELA NORMAL SUPERIOR DE VILLAVICENCIO|Villavicencio|Meta
PUTUMAYO  INSTITUCIÓN EDUCATIVA PÍO XII|San Miguel de Mocoa|Putumayo
CÓRDOBA  INSTITUCIÓN EDUCATIVA NUEVA ESPERANZA  MONTERÍA|Montería|Córdoba
CORPORACIÓN PARA EL DESARROLLO SOCIAL Y CULTURAL DEL VALLE DEL CAUCA  CORPOVALLE|Cali|Valle del Cauca
PUTUMAYO  CENTRO ETNOEDUCATIVO RURAL INDIGENA DONA SOFIA  LEGUÍZAMO|Puerto Leguízamo|Putumayo
TOLIMA  INSTITUCIÓN EDUCATIVA COYARCO  COYAIMA|Coyaima|Tolima
BOYACÁ  INSTITUCIÓN EDUCATIVA LAS MERCEDES  CHISCAS|Chiscas|Boyacá
CALDAS  INSTITUCIÓN EDUCATIVA RIOSUCIO|Riosucio|Caldas
CASANARE  INSTITUCIÓN EDUCATIVA LA TURUA  AGUAZUL|Aguazul|Casanare
SUCRE  CENTRO EDUCATIVO CAYO DE LA CRUZ  SAN MARCOS|San Marcos|Sucre
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL PUERTO LIBRE  PUERTO SALGAR|Puerto Salgar|Cundinamarca
ANTIOQUIA  CONCEJO MUNICIPAL EL SANTUARIO|El Santuario|Antioquia
ANTIOQUIA  EMPRESAS PÚBLICAS DE TARAZA SA ESP|Tarazá|Antioquia
NARIÑO  CONCEJO MUNICIPIO DE FUNES|Funes|Nariño
SUCRE  INSTITUCIÓN EDUCATIVA PALMARITO  MAJAGUAL|Majagual|Sucre
ANTIOQUIA  INSTITUCIÓN EDUCATIVA JOSÉ HORACIO BETANCUR  MEDELLÍN|Medellín|Antioquia
RISARALDA  INSTITUCIÓN EDUCATIVA CARLOS EDUARDO VASCO URIBE  PEREIRA|Pereira|Risaralda
CALDAS  INSTITUCIÓN EDUCATIVA SAN SEBASTIAN  MANIZALES|Manizales|Caldas
CÓRDOBA  INSTITUCIÓN EDUCATIVA EL CERRITO  MONTERÍA|Montería|Córdoba
BOGOTÁ DC  IED JOSE ACEVEDO Y GOMEZ|Bogotá D.C.|Bogotá D.C.
BOYACÁ  INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZÓN  CHITA|Chita|Boyacá
BOGOTÁ DC  IED COLEGIO JOSE MARIA VARGAS VILA|Bogotá D.C.|Bogotá D.C.
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR DE GACHETA|Gachetá|Cundinamarca
SUCRE  INSTITUCIÓN EDUCATIVA TÉCNICA DIVERSIFICADO DE BUENAVISTA|San Marcos|Sucre
ARAUCA  CENTRO PROVINCIAL DE GESTIÓN AGRO EMPRESARIAL  CEPROAR|Arauca|Arauca
LA GUAJIRA  CONCEJO MUNICIPIO DE ALBANIA|Albania|La Guajira
PUTUMAYO  EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PUERTO ASÍS|Puerto Asís|Putumayo
CALDAS  INSTITUCION EDUCATIVA RENAN BARCO  LA DORADA|La Dorada|Caldas
CALDAS  CENTRO EDUCATIVO RURAL LA PALMA  MANIZALES|Manizales|Caldas
QUINDÍO  INSTITUCIÓN EDUCATIVA CIUDADELA EDUCATIVA EMPRESARIAL CUYABRA  ARMENIA|Armenia|Quindío
SUCRE  CONCEJO MUNICIPIO DE SAN PEDRO|San Pedro|Sucre
NARIÑO  INSTITUCIÓN EDUCATIVA COMERCIAL LITORAL PACÍFICO  OLAYA HERRERA|Olaya Herrera|Nariño
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE QUETAME|Quetame|Cundinamarca
ANTIOQUIA  PERSONERÍA MUNICIPIO DE ANGOSTURA|Angostura|Antioquia
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MONSEÑOR ALBERTO REYES FONSECA  GUAYABETAL|Guayabetal|Cundinamarca
NARIÑO  INSTITUCIÓN EDUCATIVA POLICARPA|Policarpa|Nariño
AMAZONAS  INSTITUCIÓN EDUCATIVA MANUC  PUERTO SANTANDER|Puerto Santander|Amazonas
BOLIVAR  AGUAS PUBLICAS DE CANTAGALLO SA ESP  CANTAGALLO|Cantagallo|Bolívar
BOYACÁ  PERSONERÍA MUNICIPIO DE PAJARITO|Pajarito|Boyacá
SUCRE  INSTITUCIÓN EDUCATIVA LIBERTAD  SAN ONOFRE|San Onofre|Sucre
BOGOTÁ DC  IED EL JAPON|Bogotá D.C.|Bogotá D.C.
BOYACÁ  INSTITUCIÓN EDUCATIVA MATILDE ANARAY  SOCHA|Socha|Boyacá
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA MUNICIPAL GUAVIO BAJO  FUSAGASUGÁ|Fusagasugá|Cundinamarca
CUNDINAMARCA  EMPRESA DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE PACHO CUNDINAMARCA SA ESP  PACHO|Pacho|Cundinamarca
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA JOSÉ ASUNCIÓN SILVA|Palmira|Valle del Cauca
VAUPÉS  PERSONERÍA MUNICIPAL TARAIRA|Taraira|Vaupés
BOGOTÁ DC  IED EL CORTIJO  VIANEY|Bogotá D.C.|Bogotá D.C.
META  INSTITUCIÓN EDUCATIVA ISABEL LA CATÓLICA  SAN CARLOS DE GUAROA|San Carlos de Guaroa|Meta
SANTANDER  ASOCIACIÓN DE MUNICIPIOS AGROPECUARIO DE LA SUBREGIÓN DE LOS YARIGUIES|San Gil|Santander
ANTIOQUIA  INSTITUCIÓN EDUCATIVA GILBERTO ÁLZATE AVENDAÑO  MEDELLÍN|Medellín|Antioquia
HUILA  INSTITUCIÓN EDUCATIVA SAN JOSÉ DE RIECITO  ACEVEDO|Acevedo|Huila
HUILA  INSTITUCIÓN EDUCATIVA EL CARMEN DE OPORAPA|Oporapa|Huila
META  CONCEJO MUNICIPIO DE MAPIRIPAN|Mapiripán|Meta
